*𐑐𐑮𐑺-𐑢𐑰𐑤	𐑐𐑮𐑺-𐑣𐑢𐑰𐑤
besought	𐑚𐑦𐑕𐑷𐑑	8
bespangled	𐑚𐑦𐑕𐑐𐑨𐑙𐑜𐑩𐑤𐑛	0
bespattered	𐑚𐑦𐑕𐑐𐑨𐑑𐑼𐑛	4
bespeak	𐑚𐑦𐑕𐑐𐑰𐑒	8
bespeaking	𐑚𐑦𐑕𐑐𐑰𐑒𐑦𐑙	1
bespeaks	𐑚𐑦𐑕𐑐𐑰𐑒𐑕	6
bespectacled	𐑚𐑦𐑕𐑐𐑧𐑒𐑑𐑩𐑒𐑩𐑤𐑛	86
bespoke	𐑚𐑦𐑕𐑐𐑴𐑒	44
bespoken	𐑚𐑦𐑕𐑐𐑴𐑒𐑩𐑯	0
bess	𐑚𐑧𐑕	19
bessie	𐑚𐑧𐑕𐑦	161
best	𐑚𐑧𐑕𐑑	34837
best-seller	𐑚𐑧𐑕𐑑-𐑕𐑧𐑤𐑼	74
best-sellers	𐑚𐑧𐑕𐑑-𐑕𐑧𐑤𐑼𐑟	27
bested	𐑚𐑧𐑕𐑑𐑩𐑛	16
bestial	𐑚𐑧𐑕𐑑𐑾𐑤	49
bestialities	𐑚𐑧𐑕𐑑𐑦𐑨𐑤𐑦𐑑𐑦𐑟	0
bestiality	𐑚𐑧𐑕𐑑𐑦𐑨𐑤𐑦𐑑𐑦	20
bestially	𐑚𐑧𐑕𐑑𐑾𐑤𐑦	1
bestiaries	𐑚𐑧𐑕𐑑𐑽𐑦𐑟	4
bestiary	𐑚𐑧𐑕𐑑𐑽𐑦	11
besting	𐑚𐑧𐑕𐑑𐑦𐑙	1
bestir	𐑚𐑦𐑕𐑑𐑻	0
bestirred	𐑚𐑦𐑕𐑑𐑻𐑛	6
bestirring	𐑚𐑦𐑕𐑑𐑻𐑦𐑙	4
bestirs	𐑚𐑦𐑕𐑑𐑻𐑟	0
bestow	𐑚𐑦𐑕𐑑𐑴	103
bestowal	𐑚𐑦𐑕𐑑𐑴𐑩𐑤	16
bestowals	𐑚𐑦𐑕𐑑𐑴𐑩𐑤𐑟	0
bestowed	𐑚𐑦𐑕𐑑𐑴𐑛	156
bestowing	𐑚𐑦𐑕𐑑𐑴𐑦𐑙	37
bestows	𐑚𐑦𐑕𐑑𐑴𐑟	21
bestrew	𐑚𐑦𐑕𐑑𐑮𐑵	0
bestrewed	𐑚𐑦𐑕𐑑𐑮𐑵𐑛	0
bestrewing	𐑚𐑦𐑕𐑑𐑮𐑵𐑦𐑙	0
bestrewn	𐑚𐑦𐑕𐑑𐑮𐑵𐑯	0
bestrews	𐑚𐑦𐑕𐑑𐑮𐑵𐑟	0
bestrid	𐑚𐑦𐑕𐑑𐑮𐑦𐑛	0
bestridden	𐑚𐑦𐑕𐑑𐑮𐑦𐑛𐑩𐑯	0
bestride	𐑚𐑦𐑕𐑑𐑮𐑲𐑛	1
bestrides	𐑚𐑦𐑕𐑑𐑮𐑲𐑛𐑟	3
bestriding	𐑚𐑦𐑕𐑑𐑮𐑲𐑛𐑦𐑙	3
bestrode	𐑚𐑦𐑕𐑑𐑮𐑴𐑛	0
bests	𐑚𐑧𐑕𐑑𐑕	17
bet	𐑚𐑧𐑑	2613
beta	𐑚𐑰𐑑𐑩	406
betake	𐑚𐑦𐑑𐑱𐑒	6
betaken	𐑚𐑦𐑑𐑱𐑒𐑩𐑯	1
betakes	𐑚𐑦𐑑𐑱𐑒𐑕	0
betaking	𐑚𐑦𐑑𐑱𐑒𐑦𐑙	0
betas	𐑚𐑰𐑑𐑩𐑟	27
bete noire	𐑚𐑧𐑑 𐑯𐑢𐑸	3
betel	𐑚𐑰𐑑𐑩𐑤	14
betel-nut	𐑚𐑰𐑑𐑩𐑤-𐑯𐑳𐑑	0
betel-nuts	𐑚𐑰𐑑𐑩𐑤-𐑯𐑳𐑑𐑕	0
betels	𐑚𐑰𐑑𐑩𐑤𐑟	0
betes noires	𐑚𐑧𐑑 𐑯𐑢𐑸	0
beth	𐑚𐑧𐑔	589
bethel	𐑚𐑧𐑔𐑩𐑤	0
bethels	𐑚𐑧𐑔𐑩𐑤𐑟	0
bethink	𐑚𐑦𐑔𐑦𐑙𐑒	1
bethinking	𐑚𐑦𐑔𐑦𐑙𐑒𐑦𐑙	0
bethinks	𐑚𐑦𐑔𐑦𐑙𐑒𐑕	0
bethought	𐑚𐑦𐑔𐑷𐑑	8
bethune	𐑚𐑧𐑔𐑵𐑯	0
betide	𐑚𐑦𐑑𐑲𐑛	13
betided	𐑚𐑦𐑑𐑲𐑛𐑩𐑛	0
betides	𐑚𐑦𐑑𐑲𐑛𐑟	0
betiding	𐑚𐑦𐑑𐑲𐑛𐑦𐑙	0
betimes	𐑚𐑦𐑑𐑲𐑥𐑟	0
betoken	𐑚𐑦𐑑𐑴𐑒𐑩𐑯	0
betokened	𐑚𐑦𐑑𐑴𐑒𐑩𐑯𐑛	5
betokening	𐑚𐑦𐑑𐑴𐑒𐑩𐑯𐑦𐑙	7
betokens	𐑚𐑦𐑑𐑴𐑒𐑩𐑯𐑟	0
betook	𐑚𐑦𐑑𐑫𐑒	4
betray	𐑚𐑦𐑑𐑮𐑱	340
betrayal	𐑚𐑦𐑑𐑮𐑱𐑩𐑤	488
betrayals	𐑚𐑦𐑑𐑮𐑱𐑩𐑤𐑟	20
betrayed	𐑚𐑦𐑑𐑮𐑱𐑛	625
betrayer	𐑚𐑦𐑑𐑮𐑱𐑼	17
betrayers	𐑚𐑦𐑑𐑮𐑱𐑼𐑟	4
betraying	𐑚𐑦𐑑𐑮𐑱𐑦𐑙	197
betrays	𐑚𐑦𐑑𐑮𐑱𐑟	94
betroth	𐑚𐑦𐑑𐑮𐑴𐑞	0
betrothal	𐑚𐑦𐑑𐑮𐑴𐑞𐑩𐑤	54
betrothals	𐑚𐑦𐑑𐑮𐑴𐑞𐑩𐑤𐑟	3
betrothed	𐑚𐑦𐑑𐑮𐑴𐑞𐑛	59
betrotheds	𐑚𐑦𐑑𐑮𐑴𐑞𐑛𐑟	0
betrothing	𐑚𐑦𐑑𐑮𐑴𐑞𐑦𐑙	0
betroths	𐑚𐑦𐑑𐑮𐑴𐑞𐑟	0
bets	𐑚𐑧𐑑𐑕	228
betsy	𐑚𐑧𐑑𐑕𐑦	56
betted	𐑚𐑧𐑑𐑩𐑛	0
better	𐑚𐑧𐑑𐑼	35971
bettered	𐑚𐑧𐑑𐑼𐑛	54
bettering	𐑚𐑧𐑑𐑼𐑦𐑙	16
betterment	𐑚𐑧𐑑𐑼𐑥𐑩𐑯𐑑	74
betters	𐑚𐑧𐑑𐑼𐑟	52
betting	𐑚𐑧𐑑𐑦𐑙	247
bettor	𐑚𐑧𐑑𐑼	0
bettors	𐑚𐑧𐑑𐑼𐑟	0
betty	𐑚𐑧𐑑𐑦	1348
bettys	𐑚𐑧𐑑𐑦𐑟	4
between	𐑚𐑦𐑑𐑢𐑰𐑯	90658
betwixt	𐑚𐑦𐑑𐑢𐑦𐑒𐑕𐑑	0
bevel	𐑚𐑧𐑝𐑩𐑤	28
bevel	𐑚𐑧𐑝𐑩𐑤𐑟	3
bevelled	𐑚𐑧𐑝𐑩𐑤𐑛	23
bevelling	𐑚𐑧𐑝𐑩𐑤𐑦𐑙	1
bevels	𐑚𐑧𐑝𐑩𐑤𐑟	9
beverage	𐑚𐑧𐑝𐑼𐑦𐑡	52
beverages	𐑚𐑧𐑝𐑼𐑦𐑡𐑩𐑟	81
beverley	𐑚𐑧𐑝𐑼𐑤𐑦	363
bevies	𐑚𐑧𐑝𐑦𐑟	1
bevy	𐑚𐑧𐑝𐑦	38
bewail	𐑚𐑦𐑢𐑱𐑤	9
bewailed	𐑚𐑦𐑢𐑱𐑤𐑛	2
bewailing	𐑚𐑦𐑢𐑱𐑤𐑦𐑙	9
bewails	𐑚𐑦𐑢𐑱𐑤𐑟	1
beware	𐑚𐑦𐑢𐑺	564
bewdley	𐑚𐑿𐑛𐑤𐑦	37
bewilder	𐑚𐑦𐑢𐑦𐑤𐑛𐑼	10
bewildered	𐑚𐑦𐑢𐑦𐑤𐑛𐑼𐑛	461
bewildering	𐑚𐑦𐑢𐑦𐑤𐑛𐑼𐑦𐑙	142
bewilderment	𐑚𐑦𐑢𐑦𐑤𐑛𐑼𐑥𐑩𐑯𐑑	247
bewilders	𐑚𐑦𐑢𐑦𐑤𐑛𐑼𐑟	2
bewitch	𐑚𐑦𐑢𐑦𐑗	9
bewitched	𐑚𐑦𐑢𐑦𐑗𐑑	70
bewitches	𐑚𐑦𐑢𐑦𐑗𐑩𐑟	2
bewitching	𐑚𐑦𐑢𐑦𐑗𐑦𐑙	15
bewitchingly	𐑚𐑦𐑢𐑦𐑗𐑦𐑙𐑤𐑦	4
bexhill	𐑚𐑧𐑒𐑕𐑣𐑦𐑤	17
bexley	𐑚𐑧𐑒𐑕𐑤𐑦	35
bey	𐑚𐑱	5
beyond	𐑚𐑦𐑘𐑪𐑯𐑛	11767
beys	𐑚𐑱𐑟	1
bezique	𐑚𐑦𐑟𐑰𐑒	1
bhang	𐑚𐑨𐑙	0
bhangs	𐑚𐑨𐑙𐑟	0
bhutan	𐑚𐑵𐑑𐑭𐑯	55
bhutani	𐑚𐑵𐑑𐑭𐑯𐑦	0
bhutanis	𐑚𐑵𐑑𐑭𐑯𐑦𐑟	0
bi	𐑚𐑲	18
bi-	𐑚𐑲-	0
bias	𐑚𐑲𐑩𐑕	1392
biased	𐑚𐑲𐑩𐑕𐑑	304
biases	𐑚𐑲𐑩𐑕𐑩𐑟	113
biasing	𐑚𐑲𐑩𐑕𐑦𐑙	12
biassed	𐑚𐑲𐑩𐑕𐑑	6
bib	𐑚𐑦𐑚	65
bibbed	𐑚𐑦𐑚𐑛	1
bibbing	𐑚𐑦𐑚𐑦𐑙	1
bible	𐑚𐑲𐑚𐑩𐑤	1965
bibles	𐑚𐑲𐑚𐑩𐑤𐑟	110
biblical	𐑚𐑦𐑚𐑤𐑦𐑒𐑩𐑤	743
bibliographer	𐑚𐑦𐑚𐑤𐑦𐑪𐑜𐑮𐑩𐑓𐑼	11
bibliographers	𐑚𐑦𐑚𐑤𐑦𐑪𐑜𐑮𐑩𐑓𐑼𐑟	2
bibliographies	𐑚𐑦𐑚𐑤𐑦𐑪𐑜𐑮𐑩𐑓𐑦𐑟	112
bibliography	𐑚𐑦𐑚𐑤𐑦𐑪𐑜𐑮𐑩𐑓𐑦	329
bibliophile	𐑚𐑦𐑚𐑤𐑾𐑓𐑲𐑤	15
bibliophiles	𐑚𐑦𐑚𐑤𐑾𐑓𐑲𐑤𐑟	3
bibs	𐑚𐑦𐑚𐑟	12
bibulous	𐑚𐑦𐑚𐑘𐑩𐑤𐑩𐑕	6
bicameral	𐑚𐑲𐑒𐑨𐑥𐑼𐑩𐑤	81
bicarbonate	𐑚𐑲𐑒𐑸𐑚𐑩𐑯𐑩𐑑	223
bicentenaries	𐑚𐑲𐑕𐑧𐑯𐑑𐑰𐑯𐑼𐑦𐑟	1
bicentenary	𐑚𐑲𐑕𐑧𐑯𐑑𐑰𐑯𐑼𐑦	43
bicentennial	𐑚𐑲𐑕𐑧𐑯𐑑𐑧𐑯𐑾𐑤	17
bicentennials	𐑚𐑲𐑕𐑧𐑯𐑑𐑧𐑯𐑾𐑤𐑟	0
biceps	𐑚𐑲𐑕𐑧𐑐𐑕	58
bicester	𐑚𐑦𐑕𐑑𐑼	249
bicker	𐑚𐑦𐑒𐑼	0
bickered	𐑚𐑦𐑒𐑼𐑛	3
bickering	𐑚𐑦𐑒𐑼𐑦𐑙	55
bickers	𐑚𐑦𐑒𐑼𐑟	0
Bickersteth	𐑚𐑦𐑒𐑼𐑕𐑑𐑧𐑔	0
bicky	𐑚𐑦𐑒𐑦	0
bicycle	𐑚𐑲𐑕𐑦𐑒𐑩𐑤	838
bicycled	𐑚𐑲𐑕𐑦𐑒𐑩𐑤𐑛	11
bicycles	𐑚𐑲𐑕𐑦𐑒𐑩𐑤𐑟	285
bicycling	𐑚𐑲𐑕𐑦𐑒𐑤𐑦𐑙	12
bid	𐑚𐑦𐑛	3421
biddable	𐑚𐑦𐑛𐑩𐑚𐑩𐑤	22
bidden	𐑚𐑦𐑛𐑩𐑯	40
bidder	𐑚𐑦𐑛𐑼	407
bidders	𐑚𐑦𐑛𐑼𐑟	199
bidding	𐑚𐑦𐑛𐑦𐑙	455
biddulph	𐑚𐑦𐑛𐑳𐑤𐑓	12
bide	𐑚𐑲𐑛	55
bided	𐑚𐑲𐑛𐑩𐑛	11
bideford	𐑚𐑦𐑛𐑦𐑓𐑼𐑛	45
biden	𐑚𐑲𐑛𐑩𐑯	7
bides	𐑚𐑲𐑛𐑟	6
bidet	𐑚𐑰𐑛𐑱	28
bidets	𐑚𐑰𐑛𐑱𐑟	9
biding	𐑚𐑲𐑛𐑦𐑙	48
bids	𐑚𐑦𐑛𐑟	556
bielefeld	𐑚𐑰𐑤𐑩𐑓𐑧𐑤𐑑	0
biennial	𐑚𐑲𐑧𐑯𐑾𐑤	88
biennially	𐑚𐑲𐑧𐑯𐑾𐑤𐑦	9
biennials	𐑚𐑲𐑧𐑯𐑾𐑤𐑟	13
bier	𐑚𐑽	29
biers	𐑚𐑽𐑟	0
biff	𐑚𐑦𐑓	17
biffed	𐑚𐑦𐑓𐑑	1
biffing	𐑚𐑦𐑓𐑦𐑙	2
biffs	𐑚𐑦𐑓𐑕	2
bifocal	𐑚𐑲𐑓𐑴𐑒𐑩𐑤	11
bifocals	𐑚𐑲𐑓𐑴𐑒𐑩𐑤𐑟	8
bifurcate	𐑚𐑲𐑓𐑼𐑒𐑱𐑑	1
bifurcated	𐑚𐑲𐑓𐑼𐑒𐑱𐑑𐑩𐑛	10
bifurcates	𐑚𐑲𐑓𐑼𐑒𐑱𐑑𐑕	2
bifurcating	𐑚𐑲𐑓𐑼𐑒𐑱𐑑𐑦𐑙	0
bifurcation	𐑚𐑲𐑓𐑼𐑒𐑱𐑖𐑩𐑯	44
bifurcations	𐑚𐑲𐑓𐑼𐑒𐑱𐑖𐑩𐑯𐑟	17
big	𐑚𐑦𐑜	24684
big ben	𐑚𐑦𐑜 𐑚𐑧𐑯	0
big brother	𐑚𐑦𐑜 𐑚𐑮𐑳𐑞𐑼	0
big-boned	𐑚𐑦𐑜-𐑚𐑴𐑯𐑛	12
bigamist	𐑚𐑦𐑜𐑩𐑥𐑦𐑕𐑑	5
bigamists	𐑚𐑦𐑜𐑩𐑥𐑦𐑕𐑑𐑕	0
bigamous	𐑚𐑦𐑜𐑩𐑥𐑩𐑕	12
bigamy	𐑚𐑦𐑜𐑩𐑥𐑦	15
bigger	𐑚𐑦𐑜𐑼	3549
biggest	𐑚𐑦𐑜𐑩𐑕𐑑	4632
biggleswade	𐑚𐑦𐑜𐑩𐑤𐑟𐑢𐑱𐑛	27
bight	𐑚𐑲𐑑	11
bights	𐑚𐑲𐑑𐑕	3
bigot	𐑚𐑦𐑜𐑩𐑑	18
bigoted	𐑚𐑦𐑜𐑩𐑑𐑩𐑛	56
bigotries	𐑚𐑦𐑜𐑩𐑑𐑮𐑦𐑟	2
bigotry	𐑚𐑦𐑜𐑩𐑑𐑮𐑦	80
bigots	𐑚𐑦𐑜𐑩𐑑𐑕	26
bigwig	𐑚𐑦𐑜𐑢𐑦𐑜	11
bigwigs	𐑚𐑦𐑜𐑢𐑦𐑜𐑟	22
bijou	𐑚𐑰𐑠𐑵	21
bike	𐑚𐑲𐑒	1766
biked	𐑚𐑲𐑒𐑑	6
bikes	𐑚𐑲𐑒𐑕	438
biking	𐑚𐑲𐑒𐑦𐑙	36
bikini	𐑚𐑦𐑒𐑰𐑯𐑦	134
bikinis	𐑚𐑦𐑒𐑰𐑯𐑦𐑟	15
bilabial	𐑚𐑲𐑤𐑱𐑚𐑾𐑤	9
bilabials	𐑚𐑲𐑤𐑱𐑚𐑾𐑤𐑟	0
bilateral	𐑚𐑲𐑤𐑨𐑑𐑼𐑩𐑤	540
bilateralism	𐑚𐑲𐑤𐑨𐑑𐑮𐑩𐑤𐑦𐑟𐑩𐑥	12
bilateralisms	𐑚𐑲𐑤𐑨𐑑𐑮𐑩𐑤𐑦𐑟𐑩𐑥𐑟	0
bilaterally	𐑚𐑲𐑤𐑨𐑑𐑼𐑩𐑤𐑦	44
bilbao	𐑚𐑦𐑤𐑚𐑬	110
bilberries	𐑚𐑦𐑤𐑚𐑼𐑦𐑟	18
bilberry	𐑚𐑦𐑤𐑚𐑼𐑦	19
bile	𐑚𐑲𐑤	1183
bile-duct	𐑚𐑲𐑤-𐑛𐑳𐑒𐑑	0
bile-ducts	𐑚𐑲𐑤-𐑛𐑳𐑒𐑑𐑕	0
bilge	𐑚𐑦𐑤𐑡	15
bilge-water	𐑚𐑦𐑤𐑡-𐑢𐑷𐑑𐑼	1
bilharzia	𐑚𐑦𐑤𐑣𐑸𐑟𐑾	11
bilingual	𐑚𐑲𐑤𐑦𐑙𐑜𐑢𐑩𐑤	321
bilinguals	𐑚𐑲𐑤𐑦𐑙𐑜𐑢𐑩𐑤𐑟	22
bilious	𐑚𐑦𐑤𐑾𐑕	44
biliousness	𐑚𐑦𐑤𐑾𐑕𐑯𐑩𐑕	0
bilk	𐑚𐑦𐑤𐑒	0
bilked	𐑚𐑦𐑤𐑒𐑑	0
bilking	𐑚𐑦𐑤𐑒𐑦𐑙	2
bilks	𐑚𐑦𐑤𐑒𐑕	0
bill	𐑚𐑦𐑤	10246
bill-poster	𐑚𐑦𐑤-𐑐𐑴𐑕𐑑𐑼	1
bill-posters	𐑚𐑦𐑤-𐑐𐑴𐑕𐑑𐑼𐑟	0
bill-sticker	𐑚𐑦𐑤-𐑕𐑑𐑦𐑒𐑼	0
bill-stickers	𐑚𐑦𐑤-𐑕𐑑𐑦𐑒𐑼𐑟	1
billboard	𐑚𐑦𐑤𐑚𐑹𐑛	41
billboards	𐑚𐑦𐑤𐑚𐑹𐑛𐑟	46
billed	𐑚𐑦𐑤𐑛	189
billericay	𐑚𐑦𐑤𐑼𐑦𐑒𐑦	35
billet	𐑚𐑦𐑤𐑩𐑑	69
billet-doux	𐑚𐑦𐑤𐑱-𐑛𐑵	0
billeted	𐑚𐑦𐑤𐑩𐑑𐑩𐑛	57
billeting	𐑚𐑦𐑤𐑩𐑑𐑦𐑙	13
billets	𐑚𐑦𐑤𐑩𐑑𐑕	40
billets-doux	𐑚𐑦𐑤𐑱-𐑛𐑵	0
billfold	𐑚𐑦𐑤𐑓𐑴𐑤𐑛	0
billfolds	𐑚𐑦𐑤𐑓𐑴𐑤𐑛𐑟	0
billhook	𐑚𐑦𐑤𐑣𐑫𐑒	6
billhooks	𐑚𐑦𐑤𐑣𐑫𐑒𐑕	1
billiard	𐑚𐑦𐑤𐑘𐑼𐑛	92
billiard-marker	𐑚𐑦𐑤𐑘𐑼𐑛-𐑥𐑸𐑒𐑼	0
billiard-markers	𐑚𐑦𐑤𐑘𐑼𐑛-𐑥𐑸𐑒𐑼𐑟	0
billiard-player	𐑚𐑦𐑤𐑘𐑼𐑛-𐑐𐑤𐑱𐑼	0
billiard-players	𐑚𐑦𐑤𐑘𐑼𐑛-𐑐𐑤𐑱𐑼𐑟	0
billiard-room	𐑚𐑦𐑤𐑘𐑼𐑛-𐑮𐑵𐑥	2
billiard-rooms	𐑚𐑦𐑤𐑘𐑼𐑛-𐑮𐑵𐑥𐑟	0
billiard-table	𐑚𐑦𐑤𐑘𐑼𐑛-𐑑𐑱𐑚𐑩𐑤	3
billiard-tables	𐑚𐑦𐑤𐑘𐑼𐑛-𐑑𐑱𐑚𐑩𐑤𐑟	1
billiards	𐑚𐑦𐑤𐑘𐑼𐑛𐑟	69
billies	𐑚𐑦𐑤𐑦𐑟	2
billing	𐑚𐑦𐑤𐑦𐑙	86
billingsgate	𐑚𐑦𐑤𐑦𐑙𐑟𐑜𐑱𐑑	0
billington	𐑚𐑦𐑤𐑦𐑙𐑑𐑩𐑯	41
billion	𐑚𐑦𐑤𐑘𐑩𐑯	4753
billions	𐑚𐑦𐑤𐑘𐑩𐑯𐑟	0
billionth	𐑚𐑦𐑤𐑘𐑩𐑯𐑔	6
billionths	𐑚𐑦𐑤𐑘𐑩𐑯𐑔𐑕	4
billow	𐑚𐑦𐑤𐑴	17
billowed	𐑚𐑦𐑤𐑴𐑛	37
billowing	𐑚𐑦𐑤𐑴𐑦𐑙	103
billows	𐑚𐑦𐑤𐑴𐑟	19
billowy	𐑚𐑦𐑤𐑴𐑦	7
bills	𐑚𐑦𐑤𐑟	2817
billy	𐑚𐑦𐑤𐑦	2214
billy-goat	𐑚𐑦𐑤𐑦-𐑜𐑴𐑑	0
billy-goats	𐑚𐑦𐑤𐑦-𐑜𐑴𐑑𐑕	5
billy-ho	𐑚𐑦𐑤𐑦-𐑣𐑴	0
billy-o	𐑚𐑦𐑤𐑦-𐑴	0
biltong	𐑚𐑦𐑤𐑑𐑪𐑙	3
bimetallic	𐑚𐑲𐑥𐑩𐑑𐑨𐑤𐑦𐑒	3
bimetallism	𐑚𐑲𐑥𐑧𐑑𐑩𐑤𐑦𐑟𐑩𐑥	1
bin	𐑚𐑦𐑯	725
binary	𐑚𐑲𐑯𐑼𐑦	551
bind	𐑚𐑲𐑯𐑛	667
binder	𐑚𐑲𐑯𐑛𐑼	141
binderies	𐑚𐑲𐑯𐑛𐑼𐑦𐑟	0
binders	𐑚𐑲𐑯𐑛𐑼𐑟	39
bindery	𐑚𐑲𐑯𐑛𐑼𐑦	8
binding	𐑚𐑲𐑯𐑛𐑦𐑙	1301
bindings	𐑚𐑲𐑯𐑛𐑦𐑙𐑟	119
binds	𐑚𐑲𐑯𐑛𐑟	191
bindweed	𐑚𐑲𐑯𐑛𐑢𐑰𐑛	15
bine	𐑚𐑲𐑯	1
bines	𐑚𐑲𐑯𐑟	2
binge	𐑚𐑦𐑯𐑡	95
binges	𐑚𐑦𐑯𐑡𐑩𐑟	25
Bingham	𐑚𐑦𐑙𐑩𐑥	0
bingley	𐑚𐑦𐑙𐑤𐑦	70
bingleys	𐑚𐑦𐑙𐑤𐑦𐑟	0
bingo	𐑚𐑦𐑙𐑜𐑴	261
binnacle	𐑚𐑦𐑯𐑩𐑒𐑩𐑤	14
binnacles	𐑚𐑦𐑯𐑩𐑒𐑩𐑤𐑟	0
binoculars	𐑚𐑦𐑯𐑪𐑒𐑘𐑩𐑤𐑼𐑟	531
binomial	𐑚𐑲𐑯𐑴𐑥𐑾𐑤	45
bins	𐑚𐑦𐑯𐑟	182
biochemistries	𐑚𐑲𐑴𐑒𐑧𐑥𐑦𐑕𐑑𐑮𐑦𐑟	2
biochemistry	𐑚𐑲𐑴𐑒𐑧𐑥𐑦𐑕𐑑𐑮𐑦	191
biodegradable	𐑚𐑲𐑴𐑛𐑦𐑜𐑮𐑱𐑛𐑩𐑚𐑩𐑤	65
biodiversity	𐑚𐑲𐑴𐑛𐑲𐑝𐑻𐑕𐑦𐑑𐑦	86
biograph	𐑚𐑲𐑩𐑜𐑮𐑨𐑓	3
biographer	𐑚𐑲𐑪𐑜𐑮𐑩𐑓𐑼	208
biographers	𐑚𐑲𐑪𐑜𐑮𐑩𐑓𐑼𐑟	76
biographic	𐑚𐑲𐑩𐑜𐑮𐑨𐑓𐑦𐑒	2
biographical	𐑚𐑲𐑩𐑜𐑮𐑨𐑓𐑦𐑒𐑩𐑤	399
biographies	𐑚𐑲𐑪𐑜𐑮𐑩𐑓𐑦𐑟	206
biographs	𐑚𐑲𐑩𐑜𐑮𐑨𐑓𐑕	0
biography	𐑚𐑲𐑪𐑜𐑮𐑩𐑓𐑦	748
biological	𐑚𐑲𐑩𐑤𐑪𐑡𐑦𐑒𐑩𐑤	1965
biologically	𐑚𐑲𐑩𐑤𐑪𐑡𐑦𐑒𐑤𐑦	202
biologist	𐑚𐑲𐑪𐑤𐑩𐑡𐑦𐑕𐑑	186
biologists	𐑚𐑲𐑪𐑤𐑩𐑡𐑦𐑕𐑑𐑕	297
biology	𐑚𐑲𐑪𐑤𐑩𐑡𐑦	984
bioluminescent	𐑚𐑲𐑴𐑤𐑵𐑥𐑦𐑯𐑧𐑕𐑩𐑯𐑑	3
biomed	𐑚𐑲𐑴𐑥𐑧𐑛	3
bioscope	𐑚𐑲𐑩𐑕𐑒𐑴𐑐	4
bioscopes	𐑚𐑲𐑩𐑕𐑒𐑴𐑐𐑕	0
biosphere	𐑚𐑲𐑴𐑕𐑓𐑽	56
biotechnologist	𐑚𐑲𐑴𐑑𐑧𐑒𐑯𐑪𐑤𐑩𐑡𐑦𐑕𐑑	0
biotechnologists	𐑚𐑲𐑴𐑑𐑧𐑒𐑯𐑪𐑤𐑩𐑡𐑦𐑕𐑑𐑟	8
biotechnology	𐑚𐑲𐑴𐑑𐑧𐑒𐑯𐑪𐑤𐑩𐑡𐑦	308
bipartisan	𐑚𐑲𐑐𐑸𐑑𐑦𐑟𐑨𐑯	52
biped	𐑚𐑲𐑐𐑧𐑛	0
bipeds	𐑚𐑲𐑐𐑧𐑛𐑟	4
biplane	𐑚𐑲𐑐𐑤𐑱𐑯	53
biplanes	𐑚𐑲𐑐𐑤𐑱𐑯𐑟	24
birch	𐑚𐑻𐑗	222
birch-rod	𐑚𐑻𐑗-𐑮𐑪𐑛	0
birch-rods	𐑚𐑻𐑗-𐑮𐑪𐑛𐑟	0
birched	𐑚𐑻𐑗𐑑	5
birches	𐑚𐑻𐑗𐑩𐑟	42
birching	𐑚𐑻𐑗𐑦𐑙	4
bird	𐑚𐑻𐑛	3443
bird's-eye	𐑚𐑻𐑛𐑟-𐑲	11
bird-fancier	𐑚𐑻𐑛-𐑓𐑨𐑯𐑕𐑦𐑼	0
bird-fanciers	𐑚𐑻𐑛-𐑓𐑨𐑯𐑕𐑦𐑼𐑟	2
birdcage	𐑚𐑻𐑛𐑒𐑱𐑡	12
birdcages	𐑚𐑻𐑛𐑒𐑱𐑡𐑩𐑟	0
birdlife	𐑚𐑻𐑛𐑤𐑲𐑓	21
birdlime	𐑚𐑻𐑛𐑤𐑲𐑥	2
birdlimes	𐑚𐑻𐑛𐑤𐑲𐑥𐑟	0
birdnesting	𐑚𐑻𐑛𐑯𐑧𐑕𐑑𐑦𐑙	0
birds	𐑚𐑻𐑛𐑟	5500
Birdsburg	𐑚𐑻𐑛𐑟𐑚𐑻𐑜	0
birdseye	𐑚𐑻𐑛𐑟𐑲	10
birdsong	𐑚𐑻𐑛𐑕𐑪𐑙	48
birdwatcher	𐑚𐑻𐑛𐑢𐑪𐑗𐑼	14
birdwatchers	𐑚𐑻𐑛𐑢𐑪𐑗𐑼𐑟	34
biretta	𐑚𐑦𐑮𐑧𐑑𐑩	5
birettas	𐑚𐑦𐑮𐑧𐑑𐑩𐑟	0
birkenhead	𐑚𐑻𐑒𐑩𐑯𐑣𐑧𐑛	311
birmingham	𐑚𐑻𐑥𐑦𐑙𐑩𐑥	3432
biro	𐑚𐑲𐑼𐑴	43
biros	𐑚𐑲𐑼𐑴𐑟	10
birrell	𐑚𐑦𐑮𐑩𐑤	15
birstall	𐑚𐑻𐑕𐑑𐑷𐑤	3
birth	𐑚𐑻𐑔	5123
birth-control	𐑚𐑻𐑔-𐑒𐑩𐑯𐑑𐑮𐑴𐑤	11
birthday	𐑚𐑻𐑔𐑛𐑱	3093
birthdays	𐑚𐑻𐑔𐑛𐑱𐑟	184
birthing	𐑚𐑻𐑔𐑦𐑙	15
birthmark	𐑚𐑻𐑔𐑥𐑸𐑒	21
birthmarks	𐑚𐑻𐑔𐑥𐑸𐑒𐑕	15
birthplace	𐑚𐑻𐑔𐑐𐑤𐑱𐑕	250
